Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk,Risk_Binary,Age_Group,Credit_Group,Duration_Group,Credit_Per_Month,Sex_Encoded,Housing_Encoded,Saving accounts_Encoded,Checking account_Encoded,Purpose_Encoded,Age_Group_Encoded,Credit_Group_Encoded,Duration_Group_Encoded,Risk_Probability,Credit_Score,Risk_Category
29,female,0,own,unknown,moderate,3990,36,domestic appliances,good,0,26-35,Medium,2-3 years,110.83333333333333,0,1,4,1,2,1,2,1,0.2,800,Excellent
23,female,3,rent,little,moderate,11560,24,car,bad,1,18-25,Very High,1-2 years,481.6666666666667,0,2,0,1,1,0,3,0,0.87,130,Very Poor
35,male,1,own,moderate,little,4380,18,car,good,0,26-35,Medium,1-2 years,243.33333333333334,1,1,1,0,1,1,2,0,0.18,820,Excellent
45,male,3,own,little,unknown,6761,6,car,good,0,36-45,High,<1 year,1126.8333333333333,1,1,0,3,1,2,0,4,0.14,860,Excellent
26,female,1,rent,moderate,moderate,4280,30,business,bad,1,26-35,Medium,2-3 years,142.66666666666666,0,2,1,1,0,1,2,1,0.84,160,Very Poor
32,male,2,own,moderate,little,2325,24,car,good,0,26-35,Low,1-2 years,96.875,1,1,1,0,1,1,1,0,0.23,770,Excellent
23,male,1,own,little,moderate,1048,10,radio/TV,good,0,18-25,Low,<1 year,104.8,1,1,0,1,5,0,1,4,0.06,940,Excellent
41,male,2,own,unknown,unknown,3160,21,radio/TV,good,0,36-45,Medium,1-2 years,150.47619047619048,1,1,4,3,5,2,2,0,0.04,960,Excellent
22,male,2,own,quite rich,little,2483,24,furniture/equipment,good,0,18-25,Low,1-2 years,103.45833333333333,1,1,2,0,4,0,1,0,0.16,840,Excellent
30,male,3,own,unknown,little,14179,39,furniture/equipment,good,0,26-35,Very High,3-4 years,363.56410256410254,1,1,4,0,4,1,3,2,0.13,870,Excellent
28,male,1,own,little,little,1797,13,business,good,0,26-35,Low,1-2 years,138.23076923076923,1,1,0,0,0,1,1,0,0.15,850,Excellent
23,female,2,rent,little,little,2511,15,car,good,0,18-25,Low,1-2 years,167.4,0,2,0,0,1,0,1,0,0.51,490,Poor
37,female,1,own,little,little,1274,12,car,bad,1,36-45,Low,<1 year,106.16666666666667,0,1,0,0,1,2,1,4,0.98,20,Very Poor
26,male,2,own,unknown,unknown,5248,21,car,good,0,26-35,High,1-2 years,249.9047619047619,1,1,4,3,1,1,0,0,0.1,900,Excellent
33,male,2,own,little,unknown,3029,15,car,good,0,26-35,Medium,1-2 years,201.93333333333334,1,1,0,3,1,1,2,0,0.02,980,Excellent
49,female,2,own,little,little,428,6,furniture/equipment,good,0,46-55,Very Low,<1 year,71.33333333333333,0,1,0,0,4,3,4,4,0.15,850,Excellent
23,female,1,own,little,little,976,18,car,bad,1,18-25,Very Low,1-2 years,54.22222222222222,0,1,0,0,1,0,4,0,0.88,120,Very Poor
23,female,1,rent,moderate,moderate,841,12,business,good,0,18-25,Very Low,<1 year,70.08333333333333,0,2,1,1,0,0,4,4,0.28,720,Good
25,female,2,own,little,unknown,5771,30,radio/TV,good,0,18-25,High,2-3 years,192.36666666666667,0,1,0,3,5,0,0,1,0.09,910,Excellent
55,male,2,free,rich,unknown,1555,12,repairs,bad,1,46-55,Low,<1 year,129.58333333333334,1,0,3,3,6,3,1,4,0.7,300,Very Poor
32,female,2,rent,unknown,little,1285,24,car,bad,1,26-35,Low,1-2 years,53.541666666666664,0,2,4,0,1,1,1,0,0.97,30,Very Poor
74,male,0,own,little,rich,1299,6,car,good,0,55+,Low,<1 year,216.5,1,1,0,2,1,4,1,4,0.04,960,Excellent
39,male,2,free,unknown,rich,1271,15,radio/TV,bad,1,36-45,Low,1-2 years,84.73333333333333,1,0,4,2,5,2,1,0,0.75,250,Very Poor
31,male,2,own,little,unknown,1393,24,car,good,0,26-35,Low,1-2 years,58.041666666666664,1,1,0,3,1,1,1,0,0.01,990,Excellent
35,male,2,own,little,little,691,12,car,bad,1,26-35,Very Low,<1 year,57.583333333333336,1,1,0,0,1,1,4,4,0.97,30,Very Poor
59,female,2,own,unknown,unknown,5045,15,car,good,0,55+,High,1-2 years,336.3333333333333,0,1,4,3,1,4,0,0,0.06,940,Excellent
24,female,2,rent,little,little,2124,18,furniture/equipment,bad,1,18-25,Low,1-2 years,118.0,0,2,0,0,4,0,1,0,0.8,199,Very Poor
24,male,1,own,little,little,2214,12,radio/TV,good,0,18-25,Low,<1 year,184.5,1,1,0,0,5,0,1,4,0.12,880,Excellent
30,male,3,free,unknown,unknown,12680,21,car,bad,1,26-35,Very High,1-2 years,603.8095238095239,1,0,4,3,1,1,3,0,0.65,350,Very Poor
27,male,2,own,moderate,unknown,2463,24,car,good,0,26-35,Low,1-2 years,102.625,1,1,1,3,1,1,1,0,0.09,910,Excellent
40,male,1,own,little,moderate,1155,12,radio/TV,good,0,36-45,Low,<1 year,96.25,1,1,0,1,5,2,1,4,0.07,929,Excellent
31,male,1,own,little,little,3108,30,furniture/equipment,bad,1,26-35,Medium,2-3 years,103.6,1,1,0,0,4,1,2,1,0.94,60,Very Poor
31,female,2,rent,unknown,unknown,2901,10,car,good,0,26-35,Low,<1 year,290.1,0,2,4,3,1,1,1,4,0.05,950,Excellent
28,male,2,rent,little,moderate,3617,12,furniture/equipment,good,0,26-35,Medium,<1 year,301.4166666666667,1,2,0,1,4,1,2,4,0.1,900,Excellent
63,male,1,own,little,unknown,1655,12,radio/TV,good,0,55+,Low,<1 year,137.91666666666666,1,1,0,3,5,4,1,4,0.02,980,Excellent
26,female,2,rent,unknown,little,2812,24,car,good,0,26-35,Low,1-2 years,117.16666666666667,0,2,4,0,1,1,1,0,0.14,860,Excellent
25,female,3,own,little,little,8065,36,education,bad,1,18-25,High,2-3 years,224.02777777777777,0,1,0,0,3,0,0,1,0.98,20,Very Poor
36,male,3,own,little,unknown,3275,21,car,good,0,36-45,Medium,1-2 years,155.95238095238096,1,1,0,3,1,2,2,0,0.05,950,Excellent
52,male,2,own,moderate,unknown,2223,24,radio/TV,good,0,46-55,Low,1-2 years,92.625,1,1,1,3,5,3,1,0,0.05,950,Excellent
66,male,0,free,quite rich,rich,1480,12,car,good,0,55+,Low,<1 year,123.33333333333333,1,0,2,2,1,4,1,4,0.14,860,Excellent
25,female,2,rent,unknown,little,1371,24,car,bad,1,18-25,Low,1-2 years,57.125,0,2,4,0,1,0,1,0,0.91,89,Very Poor
37,male,2,own,little,unknown,3535,36,car,good,0,36-45,Medium,2-3 years,98.19444444444444,1,1,0,3,1,2,2,1,0.07,929,Excellent
25,female,2,own,little,little,3509,18,radio/TV,good,0,18-25,Medium,1-2 years,194.94444444444446,0,1,0,0,5,0,2,0,0.26,740,Good
38,male,3,own,rich,unknown,5711,36,car,good,0,36-45,High,2-3 years,158.63888888888889,1,1,3,3,1,2,0,1,0.03,970,Excellent
67,female,2,own,little,moderate,3872,18,repairs,good,0,55+,Medium,1-2 years,215.11111111111111,0,1,0,1,6,4,2,0,0.36,640,Fair
25,male,2,own,little,moderate,4933,39,radio/TV,bad,1,18-25,Medium,3-4 years,126.48717948717949,1,1,0,1,5,0,2,2,0.75,250,Very Poor
60,male,2,own,rich,unknown,1940,24,car,good,0,55+,Low,1-2 years,80.83333333333333,1,1,3,3,1,4,1,0,0.04,960,Excellent
31,male,1,own,little,moderate,1410,12,education,good,0,26-35,Low,<1 year,117.5,1,1,0,1,3,1,1,4,0.21,790,Excellent
23,female,1,own,moderate,moderate,836,12,car,bad,1,18-25,Very Low,<1 year,69.66666666666667,0,1,1,1,1,0,4,4,0.94,60,Very Poor
60,male,3,own,unknown,moderate,6468,20,car,good,0,55+,High,1-2 years,323.4,1,1,4,1,1,4,0,0,0.06,940,Excellent
35,male,1,own,rich,moderate,1941,18,business,good,0,26-35,Low,1-2 years,107.83333333333333,1,1,3,1,0,1,1,0,0.18,820,Excellent
40,male,2,own,quite rich,unknown,2675,22,radio/TV,good,0,36-45,Low,1-2 years,121.5909090909091,1,1,2,3,5,2,1,0,0.07,929,Excellent
38,male,2,own,unknown,unknown,2751,48,car,good,0,36-45,Low,3-4 years,57.3125,1,1,4,3,1,2,1,2,0.13,870,Excellent
50,male,2,free,little,moderate,6224,48,education,bad,1,46-55,High,3-4 years,129.66666666666666,1,0,0,1,3,3,0,2,0.75,250,Very Poor
27,male,2,own,little,little,5998,40,education,bad,1,26-35,High,3-4 years,149.95,1,1,0,0,3,1,0,2,0.89,109,Very Poor
39,female,2,own,little,moderate,1188,21,business,bad,1,36-45,Low,1-2 years,56.57142857142857,0,1,0,1,0,2,1,0,0.94,60,Very Poor
41,male,3,own,unknown,unknown,6313,24,car,good,0,36-45,High,1-2 years,263.0416666666667,1,1,4,3,1,2,0,0,0.14,860,Excellent
27,male,2,own,unknown,unknown,1221,6,furniture/equipment,good,0,26-35,Low,<1 year,203.5,1,1,4,3,4,1,1,4,0.02,980,Excellent
51,male,2,free,little,rich,2892,24,furniture/equipment,good,0,46-55,Low,1-2 years,120.5,1,0,0,2,4,3,1,0,0.67,329,Very Poor
32,male,2,rent,quite rich,unknown,3062,24,furniture/equipment,good,0,26-35,Medium,1-2 years,127.58333333333333,1,2,2,3,4,1,2,0,0.07,929,Excellent
22,female,2,rent,moderate,unknown,2301,9,furniture/equipment,good,0,18-25,Low,<1 year,255.66666666666666,0,2,1,3,4,0,1,4,0.13,870,Excellent
51,male,2,free,unknown,little,7511,18,car,bad,1,46-55,High,1-2 years,417.27777777777777,1,0,4,0,1,3,0,0,0.49,510,Poor
22,female,1,rent,little,unknown,1258,12,furniture/equipment,good,0,18-25,Low,<1 year,104.83333333333333,0,2,0,3,4,0,1,4,0.17,830,Excellent
54,male,2,own,unknown,unknown,717,24,car,good,0,46-55,Very Low,1-2 years,29.875,1,1,4,3,1,3,4,0,0.07,929,Excellent
35,male,0,own,unknown,moderate,1549,9,car,good,0,26-35,Low,<1 year,172.11111111111111,1,1,4,1,1,1,1,4,0.14,860,Excellent
54,male,2,free,little,unknown,1597,24,education,good,0,46-55,Low,1-2 years,66.54166666666667,1,0,0,3,3,3,1,0,0.23,770,Excellent
48,female,1,rent,little,moderate,1795,18,radio/TV,good,0,46-55,Low,1-2 years,99.72222222222223,0,2,0,1,5,3,1,0,0.4,600,Fair
24,female,2,own,little,little,4272,20,furniture/equipment,good,0,18-25,Medium,1-2 years,213.6,0,1,0,0,4,0,2,0,0.83,170,Very Poor
35,male,2,own,unknown,unknown,976,12,radio/TV,good,0,26-35,Very Low,<1 year,81.33333333333333,1,1,4,3,5,1,4,4,0.04,960,Excellent
24,female,0,rent,unknown,moderate,7472,12,car,good,0,18-25,High,<1 year,622.6666666666666,0,2,4,1,1,0,0,4,0.37,630,Fair
24,male,2,own,little,little,9271,36,car,bad,1,18-25,High,2-3 years,257.52777777777777,1,1,0,0,1,0,0,1,1.0,0,Very Poor
26,male,1,own,little,moderate,590,6,radio/TV,good,0,26-35,Very Low,<1 year,98.33333333333333,1,1,0,1,5,1,4,4,0.04,960,Excellent
65,male,2,own,unknown,unknown,930,12,radio/TV,good,0,55+,Very Low,<1 year,77.5,1,1,4,3,5,4,4,4,0.04,960,Excellent
55,male,3,free,little,moderate,9283,42,car,good,0,46-55,High,3-4 years,221.02380952380952,1,0,0,1,1,3,0,2,0.22,780,Excellent
26,female,0,rent,little,moderate,1778,15,car,bad,1,26-35,Low,1-2 years,118.53333333333333,0,2,0,1,1,1,1,0,0.91,89,Very Poor
26,male,2,own,little,moderate,907,8,business,good,0,26-35,Very Low,<1 year,113.375,1,1,0,1,0,1,4,4,0.15,850,Excellent
28,male,1,own,little,moderate,484,6,radio/TV,good,0,26-35,Very Low,<1 year,80.66666666666667,1,1,0,1,5,1,4,4,0.06,940,Excellent
24,male,2,own,little,little,9629,36,car,bad,1,18-25,High,2-3 years,267.47222222222223,1,1,0,0,1,0,0,1,0.99,10,Very Poor
54,male,2,own,little,little,3051,48,domestic appliances,bad,1,46-55,Medium,3-4 years,63.5625,1,1,0,0,2,3,2,2,0.9,99,Very Poor
46,male,2,free,little,little,3931,48,car,bad,1,46-55,Medium,3-4 years,81.89583333333333,1,0,0,0,1,3,2,2,0.99,10,Very Poor
54,female,2,rent,little,moderate,7432,36,car,good,0,46-55,High,2-3 years,206.44444444444446,0,2,0,1,1,3,0,1,0.3,700,Good
62,male,2,own,quite rich,unknown,1338,6,domestic appliances,good,0,55+,Low,<1 year,223.0,1,1,2,3,2,4,1,4,0.01,990,Excellent
24,female,2,rent,little,unknown,1554,6,radio/TV,good,0,18-25,Low,<1 year,259.0,0,2,0,3,5,0,1,4,0.05,950,Excellent
43,male,3,own,little,little,15857,36,vacation/others,good,0,36-45,Very High,2-3 years,440.47222222222223,1,1,0,0,7,2,3,1,0.8,199,Very Poor
26,male,2,own,little,little,1345,18,radio/TV,bad,1,26-35,Low,1-2 years,74.72222222222223,1,1,0,0,5,1,1,0,0.83,170,Very Poor
27,male,2,own,little,unknown,1101,12,car,good,0,26-35,Low,<1 year,91.75,1,1,0,3,1,1,1,4,0.04,960,Excellent
24,male,2,own,little,rich,3016,12,radio/TV,good,0,18-25,Medium,<1 year,251.33333333333334,1,1,0,2,5,0,2,4,0.11,890,Excellent
41,male,2,own,little,little,2712,36,furniture/equipment,bad,1,36-45,Low,2-3 years,75.33333333333333,1,1,0,0,4,2,1,1,0.96,40,Very Poor
47,male,1,own,little,little,731,8,car,good,0,46-55,Very Low,<1 year,91.375,1,1,0,0,1,3,4,4,0.1,900,Excellent
35,male,3,own,little,unknown,3780,18,furniture/equipment,good,0,26-35,Medium,1-2 years,210.0,1,1,0,3,4,1,2,0,0.03,970,Excellent
30,male,2,own,little,little,1602,21,car,good,0,26-35,Low,1-2 years,76.28571428571429,1,1,0,0,1,1,1,0,0.39,610,Fair
33,female,2,rent,little,little,3966,18,car,bad,1,26-35,Medium,1-2 years,220.33333333333334,0,2,0,0,1,1,2,0,0.86,140,Very Poor
36,male,2,own,little,unknown,4165,18,business,bad,1,36-45,Medium,1-2 years,231.38888888888889,1,1,0,3,0,2,2,0,0.76,240,Very Poor
47,male,2,free,unknown,little,8335,36,car,bad,1,46-55,High,2-3 years,231.52777777777777,1,0,4,0,1,3,0,1,0.76,240,Very Poor
38,male,2,free,unknown,moderate,6681,48,business,good,0,36-45,High,3-4 years,139.1875,1,0,4,1,0,2,0,2,0.08,920,Excellent
44,male,2,own,quite rich,unknown,2375,24,business,good,0,36-45,Low,1-2 years,98.95833333333333,1,1,2,3,0,2,1,0,0.15,850,Excellent
23,female,2,rent,little,little,1216,18,car,bad,1,18-25,Low,1-2 years,67.55555555555556,0,2,0,0,1,0,1,0,0.72,280,Very Poor
29,male,2,rent,little,little,11816,45,business,bad,1,26-35,Very High,3-4 years,262.5777777777778,1,2,0,0,0,1,3,2,0.89,109,Very Poor
42,female,2,own,unknown,moderate,5084,24,radio/TV,good,0,36-45,High,1-2 years,211.83333333333334,0,1,4,1,5,2,0,0,0.1,900,Excellent
25,female,1,own,little,rich,2327,15,radio/TV,bad,1,18-25,Low,1-2 years,155.13333333333333,0,1,0,2,5,0,1,0,0.82,180,Very Poor
48,male,2,own,little,little,1082,12,car,bad,1,46-55,Low,<1 year,90.16666666666667,1,1,0,0,1,3,1,4,0.74,260,Very Poor
21,female,2,own,unknown,unknown,886,12,radio/TV,good,0,18-25,Very Low,<1 year,73.83333333333333,0,1,4,3,5,0,4,4,0.06,940,Excellent
23,female,1,rent,little,unknown,601,4,furniture/equipment,good,0,18-25,Very Low,<1 year,150.25,0,2,0,3,4,0,4,4,0.07,929,Excellent
63,male,2,own,little,little,2957,24,car,good,0,55+,Low,1-2 years,123.20833333333333,1,1,0,0,1,4,1,0,0.25,750,Excellent
46,male,2,own,little,unknown,2611,24,radio/TV,good,0,46-55,Low,1-2 years,108.79166666666667,1,1,0,3,5,3,1,0,0.07,929,Excellent
29,male,2,own,little,little,5179,36,furniture/equipment,bad,1,26-35,High,2-3 years,143.86111111111111,1,1,0,0,4,1,0,1,0.5,500,Poor
28,male,1,own,little,unknown,2993,21,car,good,0,26-35,Low,1-2 years,142.52380952380952,1,1,0,3,1,1,1,0,0.09,910,Excellent
23,female,2,own,little,unknown,1943,18,repairs,bad,1,18-25,Low,1-2 years,107.94444444444444,0,1,0,3,6,0,1,0,0.68,319,Very Poor
50,male,2,own,little,unknown,1559,24,business,good,0,46-55,Low,1-2 years,64.95833333333333,1,1,0,3,0,3,1,0,0.05,950,Excellent
47,male,2,own,little,unknown,3422,18,furniture/equipment,good,0,46-55,Medium,1-2 years,190.11111111111111,1,1,0,3,4,3,2,0,0.06,940,Excellent
35,male,2,own,unknown,moderate,3976,21,furniture/equipment,good,0,26-35,Medium,1-2 years,189.33333333333334,1,1,4,1,4,1,2,0,0.1,900,Excellent
68,male,2,rent,unknown,unknown,6761,18,car,bad,1,55+,High,1-2 years,375.6111111111111,1,2,4,3,1,4,0,0,0.75,250,Very Poor
28,male,2,own,little,unknown,1249,24,car,good,0,26-35,Low,1-2 years,52.041666666666664,1,1,0,3,1,1,1,0,0.0,1000,Excellent
59,male,2,own,little,little,1364,9,radio/TV,good,0,55+,Low,<1 year,151.55555555555554,1,1,0,0,5,4,1,4,0.25,750,Excellent
57,male,1,own,little,little,709,12,radio/TV,bad,1,55+,Very Low,<1 year,59.083333333333336,1,1,0,0,5,4,4,4,0.66,339,Very Poor
33,male,2,rent,little,little,2235,20,car,bad,1,26-35,Low,1-2 years,111.75,1,2,0,0,1,1,1,0,0.93,69,Very Poor
43,male,2,own,unknown,unknown,4042,24,car,good,0,36-45,Medium,1-2 years,168.41666666666666,1,1,4,3,1,2,2,0,0.02,980,Excellent
35,male,2,free,little,unknown,1471,15,radio/TV,good,0,26-35,Low,1-2 years,98.06666666666666,1,0,0,3,5,1,1,0,0.04,960,Excellent
32,male,1,free,little,little,1442,18,car,bad,1,26-35,Low,1-2 years,80.11111111111111,1,0,0,0,1,1,1,0,0.78,219,Very Poor
45,male,2,own,little,unknown,10875,36,car,good,0,36-45,Very High,2-3 years,302.0833333333333,1,1,0,3,1,2,3,1,0.27,730,Good
33,male,2,own,moderate,unknown,1474,24,car,good,0,26-35,Low,1-2 years,61.416666666666664,1,1,1,3,1,1,1,0,0.03,970,Excellent
40,female,2,own,unknown,unknown,894,10,education,good,0,36-45,Very Low,<1 year,89.4,0,1,4,3,3,2,4,4,0.08,920,Excellent
28,male,2,free,little,unknown,3343,15,furniture/equipment,good,0,26-35,Medium,1-2 years,222.86666666666667,1,0,0,3,4,1,2,0,0.03,970,Excellent
29,female,2,own,little,little,3959,15,car,bad,1,26-35,Medium,1-2 years,263.93333333333334,0,1,0,0,1,1,2,0,0.5,500,Poor
26,male,2,rent,moderate,unknown,3577,9,car,good,0,26-35,Medium,<1 year,397.44444444444446,1,2,1,3,1,1,2,4,0.02,980,Excellent
27,male,2,own,rich,unknown,5804,24,car,good,0,26-35,High,1-2 years,241.83333333333334,1,1,3,3,1,1,0,0,0.15,850,Excellent
28,male,2,own,little,unknown,2169,18,business,bad,1,26-35,Low,1-2 years,120.5,1,1,0,3,0,1,1,0,0.64,360,Very Poor
35,female,2,own,little,little,2439,24,radio/TV,bad,1,26-35,Low,1-2 years,101.625,0,1,0,0,5,1,1,0,0.92,79,Very Poor
32,male,1,own,rich,unknown,4526,27,furniture/equipment,good,0,26-35,Medium,2-3 years,167.62962962962962,1,1,3,3,4,1,2,1,0.03,970,Excellent
25,male,1,rent,little,unknown,2210,10,furniture/equipment,bad,1,18-25,Low,<1 year,221.0,1,2,0,3,4,0,1,4,0.75,250,Very Poor
20,female,2,rent,quite rich,unknown,2221,15,furniture/equipment,good,0,18-25,Low,1-2 years,148.06666666666666,0,2,2,3,4,0,1,0,0.1,900,Excellent
27,female,2,own,little,little,2389,18,radio/TV,good,0,26-35,Low,1-2 years,132.72222222222223,0,1,0,0,5,1,1,0,0.29,710,Good
42,male,2,own,little,unknown,3331,12,furniture/equipment,good,0,36-45,Medium,<1 year,277.5833333333333,1,1,0,3,4,2,2,4,0.01,990,Excellent
37,male,2,own,unknown,unknown,7409,36,business,good,0,36-45,High,2-3 years,205.80555555555554,1,1,4,3,0,2,0,1,0.04,960,Excellent
24,female,2,rent,little,little,652,12,furniture/equipment,good,0,18-25,Very Low,<1 year,54.333333333333336,0,2,0,0,4,0,4,4,0.24,760,Excellent
40,female,2,own,quite rich,unknown,7678,36,furniture/equipment,good,0,36-45,High,2-3 years,213.27777777777777,0,1,2,3,4,2,0,1,0.12,880,Excellent
46,male,2,own,little,rich,1343,6,car,good,0,46-55,Low,<1 year,223.83333333333334,1,1,0,2,1,3,1,4,0.02,980,Excellent
26,male,2,own,moderate,little,1382,24,business,good,0,26-35,Low,1-2 years,57.583333333333336,1,1,1,0,0,1,1,0,0.26,740,Good
24,female,2,own,unknown,unknown,874,15,domestic appliances,good,0,18-25,Very Low,1-2 years,58.266666666666666,0,1,4,3,2,0,4,0,0.09,910,Excellent
29,male,1,own,little,little,3590,12,furniture/equipment,good,0,26-35,Medium,<1 year,299.1666666666667,1,1,0,0,4,1,2,4,0.05,950,Excellent
40,female,2,own,rich,moderate,1322,11,car,good,0,36-45,Low,<1 year,120.18181818181819,0,1,3,1,1,2,1,4,0.47,530,Poor
36,male,3,free,little,little,1940,18,radio/TV,good,0,36-45,Low,1-2 years,107.77777777777777,1,0,0,0,5,2,1,0,0.19,810,Excellent
28,male,2,own,little,unknown,3595,36,radio/TV,good,0,26-35,Medium,2-3 years,99.86111111111111,1,1,0,3,5,1,2,1,0.25,750,Excellent
27,male,3,free,little,little,1422,9,car,bad,1,26-35,Low,<1 year,158.0,1,0,0,0,1,1,1,4,0.8,199,Very Poor
36,male,2,own,unknown,unknown,6742,30,radio/TV,good,0,36-45,High,2-3 years,224.73333333333332,1,1,4,3,5,2,0,1,0.1,900,Excellent
38,male,3,own,little,unknown,7814,24,car,good,0,36-45,High,1-2 years,325.5833333333333,1,1,0,3,1,2,0,0,0.11,890,Excellent
48,male,2,free,unknown,unknown,9277,24,car,good,0,46-55,High,1-2 years,386.5416666666667,1,0,4,3,1,3,0,0,0.12,880,Excellent
36,male,2,own,unknown,moderate,2181,30,car,good,0,36-45,Low,2-3 years,72.7,1,1,4,1,1,2,1,1,0.14,860,Excellent
65,female,0,own,little,unknown,1098,18,radio/TV,good,0,55+,Low,1-2 years,61.0,0,1,0,3,5,4,1,0,0.04,960,Excellent
43,male,2,own,little,moderate,4057,24,furniture/equipment,bad,1,36-45,Medium,1-2 years,169.04166666666666,1,1,0,1,4,2,2,0,0.85,150,Very Poor
53,female,2,own,little,little,795,12,education,bad,1,46-55,Very Low,<1 year,66.25,0,1,0,0,3,3,4,4,0.85,150,Very Poor
34,male,2,own,unknown,moderate,2825,24,business,good,0,26-35,Low,1-2 years,117.70833333333333,1,1,4,1,0,1,1,0,0.01,990,Excellent
23,male,2,own,little,moderate,15672,48,business,bad,1,18-25,Very High,3-4 years,326.5,1,1,0,1,0,0,3,2,0.89,109,Very Poor
34,male,3,own,little,unknown,6614,36,car,good,0,26-35,High,2-3 years,183.72222222222223,1,1,0,3,1,1,0,1,0.05,950,Excellent
40,male,2,rent,unknown,unknown,7824,28,car,good,0,36-45,High,2-3 years,279.42857142857144,1,2,4,3,1,2,0,1,0.12,880,Excellent
43,male,3,own,little,little,2442,27,business,good,0,36-45,Low,2-3 years,90.44444444444444,1,1,0,0,0,2,1,1,0.63,370,Very Poor
46,male,2,own,little,unknown,1829,15,radio/TV,good,0,46-55,Low,1-2 years,121.93333333333334,1,1,0,3,5,3,1,0,0.0,1000,Excellent
38,male,1,own,little,little,2171,12,car,good,0,36-45,Low,<1 year,180.91666666666666,1,1,0,0,1,2,1,4,0.06,940,Excellent
34,male,2,own,little,moderate,5800,36,car,good,0,26-35,High,2-3 years,161.11111111111111,1,1,0,1,1,1,0,1,0.22,780,Excellent
29,male,2,own,unknown,unknown,1169,18,radio/TV,good,0,26-35,Low,1-2 years,64.94444444444444,1,1,4,3,5,1,1,0,0.0,1000,Excellent
31,male,3,own,unknown,unknown,8947,36,car,good,0,26-35,High,2-3 years,248.52777777777777,1,1,4,3,1,1,0,1,0.04,960,Excellent
28,female,3,rent,little,little,2606,21,radio/TV,good,0,26-35,Low,1-2 years,124.0952380952381,0,2,0,0,5,1,1,0,0.18,820,Excellent
35,female,2,own,rich,unknown,1592,12,furniture/equipment,good,0,26-35,Low,<1 year,132.66666666666666,0,1,3,3,4,1,1,4,0.03,970,Excellent
33,female,1,rent,unknown,unknown,2186,15,furniture/equipment,good,0,26-35,Low,1-2 years,145.73333333333332,0,2,4,3,4,1,1,0,0.05,950,Excellent
42,male,2,own,little,little,4153,18,furniture/equipment,bad,1,36-45,Medium,1-2 years,230.72222222222223,1,1,0,0,4,2,2,0,0.97,30,Very Poor
43,male,2,rent,little,little,2625,16,car,bad,1,36-45,Low,1-2 years,164.0625,1,2,0,0,1,2,1,0,0.85,150,Very Poor
44,male,2,own,unknown,unknown,3485,20,car,good,0,36-45,Medium,1-2 years,174.25,1,1,4,3,1,2,2,0,0.02,980,Excellent
42,male,2,free,unknown,unknown,10477,36,car,good,0,36-45,Very High,2-3 years,291.02777777777777,1,0,4,3,1,2,3,1,0.04,960,Excellent
40,male,2,rent,unknown,unknown,1386,15,radio/TV,good,0,36-45,Low,1-2 years,92.4,1,2,4,3,5,2,1,0,0.01,990,Excellent
36,male,3,own,little,unknown,1278,24,radio/TV,good,0,36-45,Low,1-2 years,53.25,1,1,0,3,5,2,1,0,0.05,950,Excellent
20,male,3,rent,little,little,1107,12,radio/TV,good,0,18-25,Low,<1 year,92.25,1,2,0,0,5,0,1,4,0.18,820,Excellent
24,male,1,own,unknown,little,3763,21,car,good,0,18-25,Medium,1-2 years,179.1904761904762,1,1,4,0,1,0,2,0,0.11,890,Excellent
27,male,2,own,unknown,moderate,3711,36,education,good,0,26-35,Medium,2-3 years,103.08333333333333,1,1,4,1,3,1,2,1,0.05,950,Excellent
46,female,1,own,little,unknown,3594,15,car,good,0,46-55,Medium,1-2 years,239.6,0,1,0,3,1,3,2,0,0.06,940,Excellent
33,female,1,own,unknown,moderate,3195,9,car,good,0,26-35,Medium,<1 year,355.0,0,1,4,1,1,1,2,4,0.15,850,Excellent
34,female,2,own,little,unknown,4454,36,radio/TV,good,0,26-35,Medium,2-3 years,123.72222222222223,0,1,0,3,5,1,2,1,0.09,910,Excellent
25,female,1,own,little,moderate,4736,24,furniture/equipment,bad,1,18-25,Medium,1-2 years,197.33333333333334,0,1,0,1,4,0,2,0,0.94,60,Very Poor
25,female,2,own,unknown,moderate,2991,30,radio/TV,good,0,18-25,Low,2-3 years,99.7,0,1,4,1,5,0,1,1,0.07,929,Excellent
28,male,2,own,rich,unknown,2142,11,business,good,0,26-35,Low,<1 year,194.72727272727272,1,1,3,3,0,1,1,4,0.03,970,Excellent
31,male,2,rent,little,little,3161,24,business,bad,1,26-35,Medium,1-2 years,131.70833333333334,1,2,0,0,0,1,2,0,0.92,79,Very Poor
32,female,3,own,little,moderate,18424,48,vacation/others,bad,1,26-35,Very High,3-4 years,383.8333333333333,0,1,0,1,7,1,3,2,0.89,109,Very Poor
32,male,2,own,moderate,unknown,2848,10,car,good,0,26-35,Low,<1 year,284.8,1,1,1,3,1,1,1,4,0.01,990,Excellent
68,male,3,own,little,little,14896,6,car,bad,1,55+,Very High,<1 year,2482.6666666666665,1,1,0,0,1,4,3,4,0.48,520,Poor
33,male,2,own,moderate,little,2359,24,furniture/equipment,bad,1,26-35,Low,1-2 years,98.29166666666667,1,1,1,0,4,1,1,0,0.98,20,Very Poor
